poll_id,year,state,state_po,candidate_name,party,votes,pct,sample_size
1970,2000,ARIZONA,AZ,"NADER, RALPH",OTHER,45645,2.98,1532016
1971,2000,ARIZONA,AZ,"BUCHANAN, PATRICK """"PAT""""",OTHER,12373,0.81,1532016
1972,2000,ARIZONA,AZ,"L. NEIL, SMITH",LIBERTARIAN,5775,0.38,1532016
1973,2000,ARIZONA,AZ,"HAGELIN, JOHN",OTHER,1120,0.07,1532016
1974,2000,ARKANSAS,AR,"BUSH, GEORGE W.",REPUBLICAN,472940,51.31,921781
1975,2000,ARKANSAS,AR,"GORE, AL",DEMOCRAT,422768,45.86,921781
1976,2000,ARKANSAS,AR,"NADER, RALPH",OTHER,13421,1.46,921781
1977,2000,ARKANSAS,AR,"BUCHANAN, PATRICK """"PAT""""",OTHER,7358,0.8,921781
1978,2000,ARKANSAS,AR,"BROWNE, HARRY",LIBERTARIAN,2781,0.3,921781
1979,2000,ARKANSAS,AR,"PHILLIPS, HOWARD",OTHER,1415,0.15,921781
1980,2000,ARKANSAS,AR,"HAGELIN, JOHN",OTHER,1098,0.12,921781
1981,2000,CALIFORNIA,CA,"GORE, AL",DEMOCRAT,5861203,53.45,10965822
1982,2000,CALIFORNIA,CA,"BUSH, GEORGE W.",REPUBLICAN,4567429,41.65,10965822
1983,2000,CALIFORNIA,CA,"NADER, RALPH",OTHER,418707,3.82,10965822
1984,2000,CALIFORNIA,CA,"BROWNE, HARRY",LIBERTARIAN,45520,0.42,10965822
1985,2000,CALIFORNIA,CA,"BUCHANAN, PATRICK """"PAT""""",OTHER,44987,0.41,10965822
1986,2000,CALIFORNIA,CA,"PHILLIPS, HOWARD",OTHER,17042,0.16,10965822
1987,2000,CALIFORNIA,CA,"HAGELIN, JOHN",OTHER,10934,0.1,10965822
1988,2000,COLORADO,CO,"BUSH, GEORGE W.",REPUBLICAN,883748,50.75,1741368
1989,2000,COLORADO,CO,"GORE, AL",DEMOCRAT,738227,42.39,1741368
1990,2000,COLORADO,CO,"NADER, RALPH",OTHER,91434,5.25,1741368
1991,2000,COLORADO,CO,"BROWNE, HARRY",LIBERTARIAN,12799,0.73,1741368
1992,2000,COLORADO,CO,"HAGELIN, JOHN",OTHER,10465,0.6,1741368
1993,2000,COLORADO,CO,"HAGELIN, JOHN",OTHER,2240,0.13,1741368
1994,2000,COLORADO,CO,"PHILLIPS, HOWARD",OTHER,1319,0.08,1741368
1995,2000,COLORADO,CO,"MCREYNOLDS, DAVID",OTHER,712,0.04,1741368
1996,2000,COLORADO,CO,"HARRIS, JAMES",OTHER,216,0.01,1741368
1997,2000,COLORADO,CO,"DODGE, EARL",OTHER,208,0.01,1741368
1998,2000,CONNECTICUT,CT,"GORE, AL",DEMOCRAT,816015,55.91,1459525
1999,2000,CONNECTICUT,CT,"BUSH, GEORGE W.",REPUBLICAN,561094,38.44,1459525
2000,2000,CONNECTICUT,CT,"NADER, RALPH",OTHER,64452,4.42,1459525
2001,2000,CONNECTICUT,CT,"PHILLIPS, HOWARD",OTHER,9695,0.66,1459525
2002,2000,CONNECTICUT,CT,"BUCHANAN, PATRICK """"PAT""""",OTHER,4731,0.32,1459525
2003,2000,CONNECTICUT,CT,"BROWNE, HARRY",LIBERTARIAN,3484,0.24,1459525
2004,2000,DELAWARE,DE,"GORE, AL",DEMOCRAT,180068,54.98,327529
2005,2000,DELAWARE,DE,"BUSH, GEORGE W.",REPUBLICAN,137288,41.92,327529
2006,2000,DELAWARE,DE,"NADER, RALPH",OTHER,8307,2.54,327529
2007,2000,DELAWARE,DE,"BUCHANAN, PATRICK """"PAT""""",OTHER,777,0.24,327529
2008,2000,DELAWARE,DE,"BROWNE, HARRY",LIBERTARIAN,774,0.24,327529
2009,2000,DELAWARE,DE,"PHILLIPS, HOWARD",OTHER,208,0.06,327529
2010,2000,DELAWARE,DE,"HAGELIN, JOHN",OTHER,107,0.03,327529
2011,2000,DISTRICT OF COLUMBIA,DC,"GORE, AL",DEMOCRAT,171923,85.16,201894
2012,2000,DISTRICT OF COLUMBIA,DC,"BUSH, GEORGE W.",REPUBLICAN,18073,8.95,201894
2013,2000,DISTRICT OF COLUMBIA,DC,"NADER, RALPH",OTHER,10576,5.24,201894
2014,2000,DISTRICT OF COLUMBIA,DC,"BROWNE, HARRY",LIBERTARIAN,669,0.33,201894
2015,2000,DISTRICT OF COLUMBIA,DC,"HARRIS, JAMES",OTHER,114,0.06,201894
2016,2000,FLORIDA,FL,"BUSH, GEORGE W.",REPUBLICAN,2912790,48.85,5963110
2017,2000,FLORIDA,FL,"GORE, AL",DEMOCRAT,2912253,48.84,5963110
2018,2000,FLORIDA,FL,"NADER, RALPH",OTHER,97488,1.63,5963110
2019,2000,FLORIDA,FL,"BUCHANAN, PATRICK """"PAT""""",OTHER,17484,0.29,5963110
2020,2000,FLORIDA,FL,"BROWNE, HARRY",LIBERTARIAN,16415,0.28,5963110
2021,2000,FLORIDA,FL,"HAGELIN, JOHN",OTHER,2281,0.04,5963110
2022,2000,FLORIDA,FL,"MOOREHEAD, MONICA",OTHER,1804,0.03,5963110
2023,2000,FLORIDA,FL,"PHILLIPS, HOWARD",OTHER,1371,0.02,5963110
2024,2000,FLORIDA,FL,"MCREYNOLDS, DAVID",OTHER,622,0.01,5963110
2025,2000,FLORIDA,FL,"HARRIS, JAMES",OTHER,562,0.01,5963110
2026,2000,GEORGIA,GA,"BUSH, GEORGE W.",REPUBLICAN,1419720,54.96,2583208
2027,2000,GEORGIA,GA,"GORE, AL",DEMOCRAT,1116230,43.21,2583208
2028,2000,GEORGIA,GA,"BROWNE, HARRY",LIBERTARIAN,36332,1.41,2583208
2029,2000,GEORGIA,GA,"BUCHANAN, PATRICK """"PAT""""",OTHER,10926,0.42,2583208
2030,2000,HAWAII,HI,"GORE, AL",DEMOCRAT,205286,55.79,367951
2031,2000,HAWAII,HI,"BUSH, GEORGE W.",REPUBLICAN,137845,37.46,367951
2032,2000,HAWAII,HI,"NADER, RALPH",OTHER,21623,5.88,367951
2033,2000,HAWAII,HI,"BROWNE, HARRY",LIBERTARIAN,1477,0.4,367951
2034,2000,HAWAII,HI,"BUCHANAN, PATRICK """"PAT""""",OTHER,1071,0.29,367951
2035,2000,HAWAII,HI,"PHILLIPS, HOWARD",OTHER,343,0.09,367951
2036,2000,HAWAII,HI,"HAGELIN, JOHN",OTHER,306,0.08,367951
2037,2000,IDAHO,ID,"BUSH, GEORGE W.",REPUBLICAN,336937,67.17,501615
2038,2000,IDAHO,ID,"GORE, AL",DEMOCRAT,138637,27.64,501615
2039,2000,IDAHO,ID,"BUCHANAN, PATRICK """"PAT""""",OTHER,7615,1.52,501615
2040,2000,IDAHO,ID,"BROWNE, HARRY",LIBERTARIAN,3488,0.7,501615
2041,2000,IDAHO,ID,"PHILLIPS, HOWARD",OTHER,1469,0.29,501615
2042,2000,IDAHO,ID,"HAGELIN, JOHN",OTHER,1177,0.23,501615
2043,2000,ILLINOIS,IL,"GORE, AL",DEMOCRAT,2589026,54.6,4742108
2044,2000,ILLINOIS,IL,"BUSH, GEORGE W.",REPUBLICAN,2019421,42.58,4742108
2045,2000,ILLINOIS,IL,"NADER, RALPH",OTHER,103759,2.19,4742108
2047,2000,ILLINOIS,IL,"BROWNE, HARRY",LIBERTARIAN,11623,0.25,4742108
2048,2000,ILLINOIS,IL,"BUCHANAN, PATRICK """"PAT""""",OTHER,2127,0.04,4742108
2049,2000,INDIANA,IN,"BUSH, GEORGE W.",REPUBLICAN,1245836,56.65,2199302
2050,2000,INDIANA,IN,"GORE, AL",DEMOCRAT,901980,41.01,2199302
2051,2000,INDIANA,IN,"BUCHANAN, PATRICK """"PAT""""",OTHER,16959,0.77,2199302
2052,2000,INDIANA,IN,"BROWNE, HARRY",LIBERTARIAN,15530,0.71,2199302
2053,2000,IOWA,IA,"GORE, AL",DEMOCRAT,638517,47.19,1353022
2054,2000,IOWA,IA,"BUSH, GEORGE W.",REPUBLICAN,634373,46.89,1353022
2056,2000,IOWA,IA,"NADER, RALPH",OTHER,29374,2.17,1353022
2057,2000,IOWA,IA,"BUCHANAN, PATRICK """"PAT""""",OTHER,5731,0.42,1353022
2058,2000,IOWA,IA,"BROWNE, HARRY",LIBERTARIAN,3209,0.24,1353022
2059,2000,IOWA,IA,"HAGELIN, JOHN",OTHER,2281,0.17,1353022
2060,2000,IOWA,IA,SCATTERING,OTHER,1168,0.09,1353022
2061,2000,IOWA,IA,"PHILLIPS, HOWARD",OTHER,613,0.05,1353022
2062,2000,IOWA,IA,"HARRIS, JAMES",OTHER,190,0.01,1353022
2063,2000,IOWA,IA,"MCREYNOLDS, DAVID",OTHER,107,0.01,1353022
2064,2000,KANSAS,KS,"BUSH, GEORGE W.",REPUBLICAN,622332,58.04,1072216
2065,2000,KANSAS,KS,"GORE, AL",DEMOCRAT,399276,37.24,1072216
2067,2000,KANSAS,KS,"BUCHANAN, PATRICK """"PAT""""",OTHER,7370,0.69,1072216
2068,2000,KANSAS,KS,"BROWNE, HARRY",LIBERTARIAN,4525,0.42,1072216
2069,2000,KANSAS,KS,"PHILLIPS, HOWARD",OTHER,1254,0.12,1072216
2070,2000,KENTUCKY,KY,"BUSH, GEORGE W.",REPUBLICAN,872520,56.51,1544106
2071,2000,KENTUCKY,KY,"GORE, AL",DEMOCRAT,638923,41.38,1544106
2072,2000,KENTUCKY,KY,"NADER, RALPH",OTHER,23118,1.5,1544106
2073,2000,KENTUCKY,KY,"BUCHANAN, PATRICK """"PAT""""",OTHER,4152,0.27,1544106
2074,2000,KENTUCKY,KY,"BROWNE, HARRY",LIBERTARIAN,2885,0.19,1544106
2075,2000,KENTUCKY,KY,"HAGELIN, JOHN",OTHER,1513,0.1,1544106
2077,2000,LOUISIANA,LA,"BUSH, GEORGE W.",REPUBLICAN,927871,52.55,1765656
2078,2000,LOUISIANA,LA,"GORE, AL",DEMOCRAT,792344,44.88,1765656
2079,2000,LOUISIANA,LA,"NADER, RALPH",OTHER,20473,1.16,1765656
2080,2000,LOUISIANA,LA,"BUCHANAN, PATRICK """"PAT""""",OTHER,14356,0.81,1765656
2081,2000,LOUISIANA,LA,"PHILLIPS, HOWARD",OTHER,5483,0.31,1765656
2082,2000,LOUISIANA,LA,"BROWNE, HARRY",LIBERTARIAN,2951,0.17,1765656
2083,2000,LOUISIANA,LA,"HARRIS, JAMES",OTHER,1103,0.06,1765656
2084,2000,LOUISIANA,LA,"HAGELIN, JOHN",OTHER,1075,0.06,1765656
2085,2000,MAINE,ME,"GORE, AL",DEMOCRAT,319951,49.09,651817
2086,2000,MAINE,ME,"BUSH, GEORGE W.",REPUBLICAN,286616,43.97,651817
2087,2000,MAINE,ME,"NADER, RALPH",OTHER,37127,5.7,651817
2088,2000,MAINE,ME,"BUCHANAN, PATRICK """"PAT""""",OTHER,4443,0.68,651817
2089,2000,MAINE,ME,"BROWNE, HARRY",LIBERTARIAN,3074,0.47,651817
2090,2000,MAINE,ME,"PHILLIPS, HOWARD",OTHER,579,0.09,651817
2091,2000,MAINE,ME,OTHER,OTHER,27,0.0,651817
2092,2000,MARYLAND,MD,"GORE, AL",DEMOCRAT,1144008,56.49,2025212
2093,2000,MARYLAND,MD,"BUSH, GEORGE W.",REPUBLICAN,813827,40.18,2025212
2094,2000,MARYLAND,MD,"NADER, RALPH",OTHER,53768,2.65,2025212
2095,2000,MARYLAND,MD,"BROWNE, HARRY",LIBERTARIAN,5310,0.26,2025212
2096,2000,MARYLAND,MD,"BUCHANAN, PATRICK """"PAT""""",OTHER,4248,0.21,2025212
2097,2000,MARYLAND,MD,OTHER,OTHER,1477,0.07,2025212
2098,2000,MARYLAND,MD,"PHILLIPS, HOWARD",OTHER,918,0.05,2025212
2099,2000,MASSACHUSETTS,MA,"GORE, AL",DEMOCRAT,1616487,59.13,2733964
2100,2000,MASSACHUSETTS,MA,"BUSH, GEORGE W.",REPUBLICAN,878502,32.13,2733964
2101,2000,MASSACHUSETTS,MA,"NADER, RALPH",OTHER,173564,6.35,2733964
2102,2000,MASSACHUSETTS,MA,BLANK VOTE/SCATTERING,OTHER,31022,1.13,2733964
2103,2000,MASSACHUSETTS,MA,"BROWNE, HARRY",LIBERTARIAN,16366,0.6,2733964
2104,2000,MASSACHUSETTS,MA,"BUCHANAN, PATRICK """"PAT""""",OTHER,11149,0.41,2733964
2105,2000,MASSACHUSETTS,MA,OTHER,OTHER,3990,0.15,2733964
2106,2000,MASSACHUSETTS,MA,"HAGELIN, JOHN",OTHER,2884,0.11,2733964
2107,2000,MICHIGAN,MI,"GORE, AL",DEMOCRAT,2170418,51.28,4232501
2108,2000,MICHIGAN,MI,"BUSH, GEORGE W.",REPUBLICAN,1953139,46.15,4232501
2109,2000,MICHIGAN,MI,"NADER, RALPH",OTHER,84165,1.99,4232501
2110,2000,MICHIGAN,MI,"BROWNE, HARRY",LIBERTARIAN,16711,0.39,4232501
2111,2000,MICHIGAN,MI,"PHILLIPS, HOWARD",OTHER,3791,0.09,4232501
2112,2000,MICHIGAN,MI,"HAGELIN, JOHN",OTHER,2426,0.06,4232501
2113,2000,MINNESOTA,MN,"GORE, AL",DEMOCRAT,1168266,47.91,2438685
2114,2000,MINNESOTA,MN,"BUSH, GEORGE W.",REPUBLICAN,1109659,45.5,2438685
2115,2000,MINNESOTA,MN,"NADER, RALPH",OTHER,126696,5.2,2438685
2116,2000,MINNESOTA,MN,"BUCHANAN, PATRICK """"PAT""""",OTHER,22166,0.91,2438685
2117,2000,MINNESOTA,MN,"BROWNE, HARRY",LIBERTARIAN,5282,0.22,2438685
2118,2000,MINNESOTA,MN,"PHILLIPS, HOWARD",OTHER,3272,0.13,2438685
2119,2000,MINNESOTA,MN,"BUCHANAN, PATRICK """"PAT""""",OTHER,2294,0.09,2438685
2120,2000,MINNESOTA,MN,"HARRIS, JAMES",OTHER,1022,0.04,2438685
2121,2000,MISSISSIPPI,MS,"BUSH, GEORGE W.",REPUBLICAN,572844,57.62,994184
2122,2000,MISSISSIPPI,MS,"GORE, AL",DEMOCRAT,404614,40.7,994184
2124,2000,MISSISSIPPI,MS,"PHILLIPS, HOWARD",OTHER,3267,0.33,994184
2125,2000,MISSISSIPPI,MS,"BUCHANAN, PATRICK """"PAT""""",OTHER,2265,0.23,994184
2126,2000,MISSISSIPPI,MS,"BROWNE, HARRY",LIBERTARIAN,2009,0.2,994184
2127,2000,MISSISSIPPI,MS,"HAGELIN, JOHN",OTHER,450,0.05,994184
2128,2000,MISSOURI,MO,"BUSH, GEORGE W.",REPUBLICAN,1189924,50.42,2359892
2129,2000,MISSOURI,MO,"GORE, AL",DEMOCRAT,1111138,47.08,2359892
2130,2000,MISSOURI,MO,"NADER, RALPH",OTHER,38515,1.63,2359892
2131,2000,MISSOURI,MO,"BUCHANAN, PATRICK """"PAT""""",OTHER,9818,0.42,2359892
2132,2000,MISSOURI,MO,"BROWNE, HARRY",LIBERTARIAN,7436,0.32,2359892
2133,2000,MISSOURI,MO,"PHILLIPS, HOWARD",OTHER,1957,0.08,2359892
2134,2000,MISSOURI,MO,"HAGELIN, JOHN",OTHER,1104,0.05,2359892
2135,2000,MONTANA,MT,"BUSH, GEORGE W.",REPUBLICAN,240178,58.44,410986
2136,2000,MONTANA,MT,"GORE, AL",DEMOCRAT,137126,33.37,410986
2137,2000,MONTANA,MT,"NADER, RALPH",OTHER,24437,5.95,410986
2138,2000,MONTANA,MT,"BUCHANAN, PATRICK """"PAT""""",OTHER,5697,1.39,410986
2139,2000,MONTANA,MT,"BROWNE, HARRY",LIBERTARIAN,1718,0.42,410986
2140,2000,MONTANA,MT,"PHILLIPS, HOWARD",OTHER,1155,0.28,410986
2141,2000,MONTANA,MT,"HAGELIN, JOHN",OTHER,675,0.16,410986
2142,2000,NEBRASKA,NE,"BUSH, GEORGE W.",REPUBLICAN,433862,62.25,697019
2143,2000,NEBRASKA,NE,"GORE, AL",DEMOCRAT,231780,33.25,697019
2144,2000,NEBRASKA,NE,"NADER, RALPH",OTHER,24540,3.52,697019
2146,2000,NEBRASKA,NE,"BROWNE, HARRY",LIBERTARIAN,2245,0.32,697019
2148,2000,NEVADA,NV,"BUSH, GEORGE W.",REPUBLICAN,301575,49.49,609426
2149,2000,NEVADA,NV,"GORE, AL",DEMOCRAT,279978,45.94,609426
2150,2000,NEVADA,NV,"NADER, RALPH",OTHER,15008,2.46,609426
2151,2000,NEVADA,NV,"BUCHANAN, PATRICK """"PAT""""",OTHER,4747,0.78,609426
2152,2000,NEVADA,NV,NONE OF THESE CANDIDATES,OTHER,3315,0.54,609426
2153,2000,NEVADA,NV,"BROWNE, HARRY",LIBERTARIAN,3311,0.54,609426
2154,2000,NEVADA,NV,"PHILLIPS, HOWARD",OTHER,621,0.1,609426
2155,2000,NEVADA,NV,"HAGELIN, JOHN",OTHER,415,0.07,609426
2156,2000,NEVADA,NV,BLANK VOTE,OTHER,282,0.05,609426
2157,2000,NEVADA,NV,OVER VOTE,OTHER,174,0.03,609426
2158,2000,NEW HAMPSHIRE,NH,"BUSH, GEORGE W.",REPUBLICAN,273559,48.07,569081
2159,2000,NEW HAMPSHIRE,NH,"GORE, AL",DEMOCRAT,266348,46.8,569081
2160,2000,NEW HAMPSHIRE,NH,"NADER, RALPH",OTHER,22198,3.9,569081
2161,2000,NEW HAMPSHIRE,NH,"BROWNE, HARRY",LIBERTARIAN,2757,0.48,569081
2162,2000,NEW HAMPSHIRE,NH,"BUCHANAN, PATRICK """"PAT""""",OTHER,2615,0.46,569081
2164,2000,NEW JERSEY,NJ,"GORE, AL",DEMOCRAT,1788850,56.13,3187226
2165,2000,NEW JERSEY,NJ,"BUSH, GEORGE W.",REPUBLICAN,1284173,40.29,3187226
2167,2000,NEW MEXICO,NM,"GORE, AL",DEMOCRAT,286783,47.91,598605
2168,2000,NEW MEXICO,NM,"BUSH, GEORGE W.",REPUBLICAN,286417,47.85,598605
2169,2000,NEW MEXICO,NM,"NADER, RALPH",OTHER,21251,3.55,598605
2170,2000,NEW MEXICO,NM,"BROWNE, HARRY",LIBERTARIAN,2058,0.34,598605
2171,2000,NEW MEXICO,NM,"BUCHANAN, PATRICK """"PAT""""",OTHER,1392,0.23,598605
2172,2000,NEW MEXICO,NM,"HAGELIN, JOHN",OTHER,361,0.06,598605
2173,2000,NEW MEXICO,NM,"PHILLIPS, HOWARD",OTHER,343,0.06,598605
2174,2000,NEW YORK,NY,"GORE, AL",DEMOCRAT,3942215,56.64,6960215
2175,2000,NEW YORK,NY,"BUSH, GEORGE W.",REPUBLICAN,2258577,32.45,6960215
2176,2000,NEW YORK,NY,"NADER, RALPH",OTHER,244030,3.51,6960215
2177,2000,NEW YORK,NY,"BUSH, GEORGE W.",OTHER,144797,2.08,6960215
2178,2000,NEW YORK,NY,BLANK VOTE/SCATTERING,OTHER,138216,1.99,6960215
2179,2000,NEW YORK,NY,"GORE, AL",OTHER,88395,1.27,6960215
2180,2000,NEW YORK,NY,"GORE, AL",OTHER,77087,1.11,6960215
2181,2000,NEW YORK,NY,"BUCHANAN, PATRICK """"PAT""""",OTHER,25175,0.36,6960215
2182,2000,NEW YORK,NY,"HAGELIN, JOHN",OTHER,24361,0.35,6960215
2183,2000,NEW YORK,NY,"BROWNE, HARRY",LIBERTARIAN,7649,0.11,6960215
2184,2000,NEW YORK,NY,"BUCHANAN, PATRICK """"PAT""""",OTHER,6424,0.09,6960215
2185,2000,NEW YORK,NY,"HARRIS, JAMES",OTHER,1789,0.03,6960215
2186,2000,NEW YORK,NY,"PHILLIPS, HOWARD",OTHER,1498,0.02,6960215
2187,2000,NORTH CAROLINA,NC,"BUSH, GEORGE W.",REPUBLICAN,1631163,55.96,2914990
2188,2000,NORTH CAROLINA,NC,"GORE, AL",DEMOCRAT,1257692,43.15,2914990
2189,2000,NORTH CAROLINA,NC,"BROWNE, HARRY",LIBERTARIAN,13891,0.48,2914990
2190,2000,NORTH CAROLINA,NC,"BUCHANAN, PATRICK """"PAT""""",OTHER,8874,0.3,2914990
2191,2000,NORTH CAROLINA,NC,NOT DESIGNATED,OTHER,3370,0.12,2914990
2192,2000,NORTH DAKOTA,ND,"BUSH, GEORGE W.",REPUBLICAN,174852,60.66,288256
2193,2000,NORTH DAKOTA,ND,"GORE, AL",DEMOCRAT,95284,33.06,288256
2195,2000,NORTH DAKOTA,ND,"BUCHANAN, PATRICK """"PAT""""",OTHER,7288,2.53,288256
2196,2000,NORTH DAKOTA,ND,"PHILLIPS, HOWARD",OTHER,373,0.13,288256
2197,2000,OHIO,OH,"BUSH, GEORGE W.",REPUBLICAN,2350363,49.99,4701998
2198,2000,OHIO,OH,"GORE, AL",DEMOCRAT,2183628,46.44,4701998
2199,2000,OHIO,OH,NOT DESIGNATED,OTHER,148353,3.16,4701998
2200,2000,OHIO,OH,"BROWNE, HARRY",LIBERTARIAN,13473,0.29,4701998
2201,2000,OHIO,OH,"HAGELIN, JOHN",OTHER,6181,0.13,4701998
2202,2000,OKLAHOMA,OK,"BUSH, GEORGE W.",REPUBLICAN,744337,60.31,1234229
2203,2000,OKLAHOMA,OK,"GORE, AL",DEMOCRAT,474276,38.43,1234229
2204,2000,OKLAHOMA,OK,"BUCHANAN, PATRICK """"PAT""""",OTHER,9014,0.73,1234229
2205,2000,OKLAHOMA,OK,"BROWNE, HARRY",LIBERTARIAN,6602,0.53,1234229
2206,2000,OREGON,OR,"GORE, AL",DEMOCRAT,720342,46.96,1533950
2207,2000,OREGON,OR,"BUSH, GEORGE W.",REPUBLICAN,713577,46.52,1533950
2208,2000,OREGON,OR,"NADER, RALPH",OTHER,77357,5.04,1533950
2209,2000,OREGON,OR,"BROWNE, HARRY",LIBERTARIAN,7447,0.49,1533950
2210,2000,OREGON,OR,"BUCHANAN, PATRICK """"PAT""""",OTHER,7063,0.46,1533950
2211,2000,OREGON,OR,OTHER,OTHER,3401,0.22,1533950
2212,2000,OREGON,OR,"BUCHANAN, PATRICK """"PAT""""",OTHER,2574,0.17,1533950
2213,2000,OREGON,OR,"PHILLIPS, HOWARD",OTHER,2189,0.14,1533950
2214,2000,PENNSYLVANIA,PA,"GORE, AL",DEMOCRAT,2485967,50.61,4912185
2215,2000,PENNSYLVANIA,PA,"BUSH, GEORGE W.",REPUBLICAN,2281127,46.44,4912185
2216,2000,PENNSYLVANIA,PA,"NADER, RALPH",OTHER,103392,2.1,4912185
2217,2000,PENNSYLVANIA,PA,"BUCHANAN, PATRICK """"PAT""""",OTHER,16023,0.33,4912185
2218,2000,PENNSYLVANIA,PA,"PHILLIPS, HOWARD",OTHER,14428,0.29,4912185
2219,2000,PENNSYLVANIA,PA,"BROWNE, HARRY",LIBERTARIAN,11248,0.23,4912185
2220,2000,RHODE ISLAND,RI,"GORE, AL",DEMOCRAT,249508,60.99,409112
2221,2000,RHODE ISLAND,RI,"BUSH, GEORGE W.",REPUBLICAN,130555,31.91,409112
2222,2000,RHODE ISLAND,RI,"NADER, RALPH",OTHER,25052,6.12,409112
2223,2000,RHODE ISLAND,RI,"BUCHANAN, PATRICK """"PAT""""",OTHER,2273,0.56,409112
2224,2000,RHODE ISLAND,RI,"BROWNE, HARRY",LIBERTARIAN,742,0.18,409112
2225,2000,RHODE ISLAND,RI,"HAGELIN, JOHN",OTHER,271,0.07,409112
2226,2000,RHODE ISLAND,RI,"MOOREHEAD, MONICA",OTHER,199,0.05,409112
2227,2000,RHODE ISLAND,RI,"PHILLIPS, HOWARD",OTHER,97,0.02,409112
2230,2000,SOUTH CAROLINA,SC,"BUSH, GEORGE W.",REPUBLICAN,786892,56.86,1383902
2231,2000,SOUTH CAROLINA,SC,"GORE, AL",DEMOCRAT,566037,40.9,1383902
2232,2000,SOUTH CAROLINA,SC,"NADER, RALPH",OTHER,20279,1.47,1383902
2233,2000,SOUTH CAROLINA,SC,"BROWNE, HARRY",LIBERTARIAN,4760,0.34,1383902
2234,2000,SOUTH CAROLINA,SC,"BUCHANAN, PATRICK """"PAT""""",OTHER,3309,0.24,1383902
2236,2000,SOUTH CAROLINA,SC,"HAGELIN, JOHN",OTHER,943,0.07,1383902
2237,2000,SOUTH DAKOTA,SD,"BUSH, GEORGE W.",REPUBLICAN,190700,60.3,316269
2238,2000,SOUTH DAKOTA,SD,"GORE, AL",DEMOCRAT,118804,37.56,316269
2239,2000,SOUTH DAKOTA,SD,"BUCHANAN, PATRICK """"PAT""""",OTHER,3322,1.05,316269
2240,2000,SOUTH DAKOTA,SD,"PHILLIPS, HOWARD",OTHER,1781,0.56,316269
2241,2000,SOUTH DAKOTA,SD,"BROWNE, HARRY",LIBERTARIAN,1662,0.53,316269
2242,2000,TENNESSEE,TN,"BUSH, GEORGE W.",REPUBLICAN,1061949,51.15,2076181
2243,2000,TENNESSEE,TN,"GORE, AL",DEMOCRAT,981720,47.28,2076181
2245,2000,TEXAS,TX,"BUSH, GEORGE W.",REPUBLICAN,3799639,59.3,6407637
2246,2000,TEXAS,TX,"GORE, AL",DEMOCRAT,2433746,37.98,6407637
2247,2000,TEXAS,TX,"NADER, RALPH",OTHER,137994,2.15,6407637
2248,2000,TEXAS,TX,"BROWNE, HARRY",LIBERTARIAN,23160,0.36,6407637
2250,2000,UTAH,UT,"BUSH, GEORGE W.",REPUBLICAN,515096,66.83,770754
2251,2000,UTAH,UT,"GORE, AL",DEMOCRAT,203053,26.34,770754
2252,2000,UTAH,UT,"NADER, RALPH",OTHER,35850,4.65,770754
2253,2000,UTAH,UT,"BUCHANAN, PATRICK """"PAT""""",OTHER,9319,1.21,770754
2254,2000,UTAH,UT,"BROWNE, HARRY",LIBERTARIAN,3616,0.47,770754
2255,2000,UTAH,UT,"PHILLIPS, HOWARD",OTHER,2709,0.35,770754
2256,2000,UTAH,UT,"HAGELIN, JOHN",OTHER,763,0.1,770754
2257,2000,UTAH,UT,"HARRIS, JAMES",OTHER,186,0.02,770754
2259,2000,VERMONT,VT,"GORE, AL",DEMOCRAT,149022,50.63,294308
2260,2000,VERMONT,VT,"BUSH, GEORGE W.",REPUBLICAN,119775,40.7,294308
2261,2000,VERMONT,VT,"NADER, RALPH",OTHER,20374,6.92,294308
2262,2000,VERMONT,VT,"BUCHANAN, PATRICK """"PAT""""",OTHER,2192,0.74,294308
2263,2000,VERMONT,VT,"DENNIS """"DENNY"""", LANE",OTHER,1044,0.35,294308
2264,2000,VERMONT,VT,"BROWNE, HARRY",LIBERTARIAN,784,0.27,294308
2265,2000,VERMONT,VT,"HAGELIN, JOHN",OTHER,219,0.07,294308
2266,2000,VERMONT,VT,"MCREYNOLDS, DAVID",OTHER,161,0.05,294308
2267,2000,VERMONT,VT,"PHILLIPS, HOWARD",OTHER,153,0.05,294308
2268,2000,VERMONT,VT,"HARRIS, JAMES",OTHER,70,0.02,294308
2269,2000,VIRGINIA,VA,"BUSH, GEORGE W.",REPUBLICAN,1437490,52.47,2739447
2270,2000,VIRGINIA,VA,"GORE, AL",DEMOCRAT,1217290,44.44,2739447
2271,2000,VIRGINIA,VA,"NADER, RALPH",OTHER,59398,2.17,2739447
2272,2000,VIRGINIA,VA,"BROWNE, HARRY",LIBERTARIAN,15198,0.55,2739447
2273,2000,VIRGINIA,VA,"BUCHANAN, PATRICK """"PAT""""",OTHER,5455,0.2,2739447
2274,2000,VIRGINIA,VA,"PHILLIPS, HOWARD",OTHER,1809,0.07,2739447
2275,2000,WASHINGTON,WA,"GORE, AL",DEMOCRAT,1247652,50.16,2487433
2276,2000,WASHINGTON,WA,"BUSH, GEORGE W.",REPUBLICAN,1108864,44.58,2487433
2277,2000,WASHINGTON,WA,"NADER, RALPH",OTHER,103002,4.14,2487433
2278,2000,WASHINGTON,WA,"BROWNE, HARRY",LIBERTARIAN,13135,0.53,2487433
