poll_id,year,state,state_po,candidate_name,party,votes,pct,sample_size
976,1984,WISCONSIN,WI,"REAGAN, RONALD",REPUBLICAN,1198584,54.19,2211689
977,1984,WISCONSIN,WI,"MONDALE, WALTER",DEMOCRAT,995740,45.02,2211689
978,1984,WISCONSIN,WI,"BERGLAND, DAVID",LIBERTARIAN,4883,0.22,2211689
979,1984,WISCONSIN,WI,"RICHARDS, BOB",OTHER,3864,0.17,2211689
980,1984,WISCONSIN,WI,"LAROUCHE, LYNDON, JR.",OTHER,3791,0.17,2211689
981,1984,WISCONSIN,WI,"JOHNSON, SONIA",OTHER,1456,0.07,2211689
982,1984,WISCONSIN,WI,"SERRETTE, DENNIS",OTHER,1006,0.05,2211689
983,1984,WISCONSIN,WI,OTHER,OTHER,706,0.03,2211689
984,1984,WISCONSIN,WI,"HOLMES, LARRY",OTHER,619,0.03,2211689
985,1984,WISCONSIN,WI,"HALL, GUS",OTHER,596,0.03,2211689
986,1984,WISCONSIN,WI,"MASON, MELVIN",OTHER,444,0.02,2211689
987,1984,WYOMING,WY,"REAGAN, RONALD",REPUBLICAN,133241,70.51,188968
988,1984,WYOMING,WY,"MONDALE, WALTER",DEMOCRAT,53370,28.24,188968
989,1984,WYOMING,WY,"BERGLAND, DAVID",LIBERTARIAN,2357,1.25,188968
990,1988,ALABAMA,AL,"BUSH, GEORGE H.W.",REPUBLICAN,815576,59.17,1378476
991,1988,ALABAMA,AL,"DUKAKIS, MICHAEL",DEMOCRAT,549506,39.86,1378476
992,1988,ALABAMA,AL,"PAUL, RONALD """"RON""""",LIBERTARIAN,8460,0.61,1378476
993,1988,ALABAMA,AL,"WINN, EDWARD",OTHER,4428,0.32,1378476
994,1988,ALASKA,AK,"BUSH, GEORGE H.W.",REPUBLICAN,119251,59.59,200116
995,1988,ALASKA,AK,"DUKAKIS, MICHAEL",DEMOCRAT,72584,36.27,200116
996,1988,ALASKA,AK,"PAUL, RONALD """"RON""""",LIBERTARIAN,5484,2.74,200116
997,1988,ALASKA,AK,"FULANI, LENORA",OTHER,1024,0.51,200116
998,1988,ALASKA,AK,"LAROUCHE, LYNDON, JR.",OTHER,816,0.41,200116
999,1988,ARIZONA,AZ,"BUSH, GEORGE H.W.",REPUBLICAN,702541,59.95,1171873
1000,1988,ARIZONA,AZ,"DUKAKIS, MICHAEL",DEMOCRAT,454029,38.74,1171873
1001,1988,ARIZONA,AZ,"PAUL, RONALD """"RON""""",LIBERTARIAN,13351,1.14,1171873
1002,1988,ARIZONA,AZ,"FULANI, LENORA",OTHER,1662,0.14,1171873
1003,1988,ARKANSAS,AR,"BUSH, GEORGE H.W.",REPUBLICAN,466578,56.37,827738
1004,1988,ARKANSAS,AR,"DUKAKIS, MICHAEL",DEMOCRAT,349237,42.19,827738
1005,1988,ARKANSAS,AR,"DODGE, EARL",OTHER,5146,0.62,827738
1006,1988,ARKANSAS,AR,"PAUL, RONALD """"RON""""",LIBERTARIAN,3297,0.4,827738
1007,1988,ARKANSAS,AR,"FULANI, LENORA",OTHER,2161,0.26,827738
1008,1988,ARKANSAS,AR,"DODGE, EARL",OTHER,1319,0.16,827738
1009,1988,CALIFORNIA,CA,"BUSH, GEORGE H.W.",REPUBLICAN,5054917,51.13,9887065
1010,1988,CALIFORNIA,CA,"DUKAKIS, MICHAEL",DEMOCRAT,4702233,47.56,9887065
1011,1988,CALIFORNIA,CA,"PAUL, RONALD """"RON""""",LIBERTARIAN,70105,0.71,9887065
1012,1988,CALIFORNIA,CA,"FULANI, LENORA",OTHER,58999,0.6,9887065
1013,1988,COLORADO,CO,"BUSH, GEORGE H.W.",REPUBLICAN,728177,53.06,1372394
1014,1988,COLORADO,CO,"DUKAKIS, MICHAEL",DEMOCRAT,621453,45.28,1372394
1015,1988,COLORADO,CO,"PAUL, RONALD """"RON""""",LIBERTARIAN,15482,1.13,1372394
1016,1988,COLORADO,CO,"DODGE, EARL",OTHER,4604,0.34,1372394
1017,1988,COLORADO,CO,"FULANI, LENORA",OTHER,2539,0.19,1372394
1018,1988,CONNECTICUT,CT,"BUSH, GEORGE H.W.",REPUBLICAN,750241,51.98,1443394
1019,1988,CONNECTICUT,CT,"DUKAKIS, MICHAEL",DEMOCRAT,676584,46.87,1443394
1020,1988,CONNECTICUT,CT,"PAUL, RONALD """"RON""""",LIBERTARIAN,14071,0.97,1443394
1021,1988,CONNECTICUT,CT,"FULANI, LENORA",OTHER,2491,0.17,1443394
1022,1988,DELAWARE,DE,"BUSH, GEORGE H.W.",REPUBLICAN,139639,55.88,249891
1023,1988,DELAWARE,DE,"DUKAKIS, MICHAEL",DEMOCRAT,108647,43.48,249891
1024,1988,DELAWARE,DE,"PAUL, RONALD """"RON""""",LIBERTARIAN,1162,0.47,249891
1025,1988,DELAWARE,DE,"FULANI, LENORA",OTHER,443,0.18,249891
1026,1988,DISTRICT OF COLUMBIA,DC,"DUKAKIS, MICHAEL",DEMOCRAT,159407,82.65,192877
1027,1988,DISTRICT OF COLUMBIA,DC,"BUSH, GEORGE H.W.",REPUBLICAN,27590,14.3,192877
1029,1988,DISTRICT OF COLUMBIA,DC,"PAUL, RONALD """"RON""""",LIBERTARIAN,554,0.29,192877
1031,1988,DISTRICT OF COLUMBIA,DC,"WINN, EDWARD",OTHER,208,0.11,192877
1032,1988,DISTRICT OF COLUMBIA,DC,"KENOYER, WILLA",OTHER,142,0.07,192877
1033,1988,DISTRICT OF COLUMBIA,DC,"WARREN, JAMES """"MAC""""",OTHER,123,0.06,192877
1034,1988,FLORIDA,FL,"BUSH, GEORGE H.W.",REPUBLICAN,2618885,60.87,4302313
1035,1988,FLORIDA,FL,"DUKAKIS, MICHAEL",DEMOCRAT,1656701,38.51,4302313
1036,1988,FLORIDA,FL,"PAUL, RONALD """"RON""""",LIBERTARIAN,19796,0.46,4302313
1037,1988,FLORIDA,FL,"FULANI, LENORA",OTHER,6655,0.15,4302313
1038,1988,GEORGIA,GA,"BUSH, GEORGE H.W.",REPUBLICAN,1081331,59.75,1809672
1039,1988,GEORGIA,GA,"DUKAKIS, MICHAEL",DEMOCRAT,714792,39.5,1809672
1040,1988,GEORGIA,GA,"PAUL, RONALD """"RON""""",LIBERTARIAN,8435,0.47,1809672
1041,1988,GEORGIA,GA,"FULANI, LENORA",OTHER,5099,0.28,1809672
1042,1988,HAWAII,HI,"DUKAKIS, MICHAEL",DEMOCRAT,192364,54.27,354461
1043,1988,HAWAII,HI,"BUSH, GEORGE H.W.",REPUBLICAN,158625,44.75,354461
1044,1988,HAWAII,HI,"PAUL, RONALD """"RON""""",LIBERTARIAN,1999,0.56,354461
1045,1988,HAWAII,HI,"FULANI, LENORA",OTHER,1003,0.28,354461
1046,1988,HAWAII,HI,"LAROUCHE, LYNDON, JR.",OTHER,470,0.13,354461
1047,1988,IDAHO,ID,"BUSH, GEORGE H.W.",REPUBLICAN,253881,62.08,408968
1048,1988,IDAHO,ID,"DUKAKIS, MICHAEL",DEMOCRAT,147272,36.01,408968
1049,1988,IDAHO,ID,"PAUL, RONALD """"RON""""",LIBERTARIAN,5313,1.3,408968
1050,1988,IDAHO,ID,"FULANI, LENORA",OTHER,2502,0.61,408968
1051,1988,ILLINOIS,IL,"BUSH, GEORGE H.W.",REPUBLICAN,2310939,50.69,4559120
1052,1988,ILLINOIS,IL,"DUKAKIS, MICHAEL",DEMOCRAT,2215940,48.6,4559120
1053,1988,ILLINOIS,IL,"PAUL, RONALD """"RON""""",LIBERTARIAN,14944,0.33,4559120
1054,1988,ILLINOIS,IL,"FULANI, LENORA",OTHER,10276,0.23,4559120
1055,1988,ILLINOIS,IL,"WINN, EDWARD",OTHER,7021,0.15,4559120
1056,1988,INDIANA,IN,"BUSH, GEORGE H.W.",REPUBLICAN,1297763,59.84,2168621
1057,1988,INDIANA,IN,"DUKAKIS, MICHAEL",DEMOCRAT,860643,39.69,2168621
1058,1988,INDIANA,IN,"FULANI, LENORA",OTHER,10215,0.47,2168621
1059,1988,IOWA,IA,"DUKAKIS, MICHAEL",DEMOCRAT,670557,54.71,1225614
1060,1988,IOWA,IA,"BUSH, GEORGE H.W.",REPUBLICAN,545355,44.5,1225614
1061,1988,IOWA,IA,"LAROUCHE, LYNDON, JR.",OTHER,3526,0.29,1225614
1062,1988,IOWA,IA,"PAUL, RONALD """"RON""""",LIBERTARIAN,2494,0.2,1225614
1063,1988,IOWA,IA,SCATTERING,OTHER,1613,0.13,1225614
1064,1988,IOWA,IA,"DUKE, DAVID",OTHER,755,0.06,1225614
1065,1988,IOWA,IA,"FULANI, LENORA",OTHER,540,0.04,1225614
1066,1988,IOWA,IA,"KENOYER, WILLA",OTHER,334,0.03,1225614
1067,1988,IOWA,IA,"WINN, EDWARD",OTHER,235,0.02,1225614
1068,1988,IOWA,IA,"WARREN, JAMES """"MAC""""",OTHER,205,0.02,1225614
1069,1988,KANSAS,KS,"BUSH, GEORGE H.W.",REPUBLICAN,554049,55.79,993044
1070,1988,KANSAS,KS,"DUKAKIS, MICHAEL",DEMOCRAT,422636,42.56,993044
1072,1988,KENTUCKY,KY,"BUSH, GEORGE H.W.",REPUBLICAN,734281,55.52,1322517
1073,1988,KENTUCKY,KY,"DUKAKIS, MICHAEL",DEMOCRAT,580368,43.88,1322517
1074,1988,KENTUCKY,KY,"DUKE, DAVID",OTHER,4494,0.34,1322517
1075,1988,KENTUCKY,KY,"PAUL, RONALD """"RON""""",LIBERTARIAN,2118,0.16,1322517
1076,1988,KENTUCKY,KY,"FULANI, LENORA",OTHER,1256,0.09,1322517
1077,1988,LOUISIANA,LA,"BUSH, GEORGE H.W.",REPUBLICAN,883702,54.27,1628202
1078,1988,LOUISIANA,LA,"DUKAKIS, MICHAEL",DEMOCRAT,717460,44.06,1628202
1079,1988,LOUISIANA,LA,"DUKE, DAVID",OTHER,18612,1.14,1628202
1080,1988,LOUISIANA,LA,"PAUL, RONALD """"RON""""",LIBERTARIAN,4115,0.25,1628202
1081,1988,LOUISIANA,LA,"FULANI, LENORA",OTHER,2355,0.14,1628202
1082,1988,LOUISIANA,LA,"LAROUCHE, LYNDON, JR.",OTHER,1958,0.12,1628202
1083,1988,MAINE,ME,"BUSH, GEORGE H.W.",REPUBLICAN,307131,55.34,555035
1084,1988,MAINE,ME,"DUKAKIS, MICHAEL",DEMOCRAT,243569,43.88,555035
1085,1988,MAINE,ME,"PAUL, RONALD """"RON""""",LIBERTARIAN,2700,0.49,555035
1086,1988,MAINE,ME,"FULANI, LENORA",OTHER,1405,0.25,555035
1088,1988,MARYLAND,MD,"BUSH, GEORGE H.W.",REPUBLICAN,876167,51.11,1714358
1089,1988,MARYLAND,MD,"DUKAKIS, MICHAEL",DEMOCRAT,826304,48.2,1714358
1090,1988,MARYLAND,MD,"PAUL, RONALD """"RON""""",LIBERTARIAN,6748,0.39,1714358
1091,1988,MARYLAND,MD,"FULANI, LENORA",OTHER,5115,0.3,1714358
1092,1988,MASSACHUSETTS,MA,"DUKAKIS, MICHAEL",DEMOCRAT,1401415,53.23,2632801
1093,1988,MASSACHUSETTS,MA,"BUSH, GEORGE H.W.",REPUBLICAN,1194635,45.38,2632801
1094,1988,MASSACHUSETTS,MA,"PAUL, RONALD """"RON""""",LIBERTARIAN,24251,0.92,2632801
1095,1988,MASSACHUSETTS,MA,"FULANI, LENORA",OTHER,9561,0.36,2632801
1097,1988,MICHIGAN,MI,"BUSH, GEORGE H.W.",REPUBLICAN,1965486,53.57,3669163
1098,1988,MICHIGAN,MI,"DUKAKIS, MICHAEL",DEMOCRAT,1675783,45.67,3669163
1099,1988,MICHIGAN,MI,"PAUL, RONALD """"RON""""",LIBERTARIAN,18336,0.5,3669163
1101,1988,MICHIGAN,MI,"WINN, EDWARD",OTHER,1958,0.05,3669163
1102,1988,MINNESOTA,MN,"DUKAKIS, MICHAEL",DEMOCRAT,1109471,52.91,2096790
1103,1988,MINNESOTA,MN,"BUSH, GEORGE H.W.",REPUBLICAN,962337,45.9,2096790
1104,1988,MINNESOTA,MN,"MCCARTHY, EUGENE """"GENE""""",OTHER,5403,0.26,2096790
1105,1988,MINNESOTA,MN,"PAUL, RONALD """"RON""""",LIBERTARIAN,5109,0.24,2096790
1106,1988,MINNESOTA,MN,"WARREN, JAMES """"MAC""""",OTHER,2155,0.1,2096790
1107,1988,MINNESOTA,MN,"HERER, JACK",OTHER,1949,0.09,2096790
1108,1988,MINNESOTA,MN,"FULANI, LENORA",OTHER,1734,0.08,2096790
1109,1988,MINNESOTA,MN,"LAROUCHE, LYNDON, JR.",OTHER,1702,0.08,2096790
1110,1988,MINNESOTA,MN,"DUKE, DAVID",OTHER,1529,0.07,2096790
1111,1988,MINNESOTA,MN,"DENNIS, DELMAR",OTHER,1298,0.06,2096790
1112,1988,MINNESOTA,MN,"WINN, EDWARD",OTHER,489,0.02,2096790
1113,1988,MISSISSIPPI,MS,"BUSH, GEORGE H.W.",REPUBLICAN,557890,59.89,931527
1114,1988,MISSISSIPPI,MS,"DUKAKIS, MICHAEL",DEMOCRAT,363921,39.07,931527
1116,1988,MISSISSIPPI,MS,"PAUL, RONALD """"RON""""",LIBERTARIAN,3329,0.36,931527
1117,1988,MISSOURI,MO,"BUSH, GEORGE H.W.",REPUBLICAN,1084953,51.83,2093228
1118,1988,MISSOURI,MO,"DUKAKIS, MICHAEL",DEMOCRAT,1001619,47.85,2093228
1119,1988,MISSOURI,MO,"FULANI, LENORA",OTHER,6656,0.32,2093228
1120,1988,MONTANA,MT,"BUSH, GEORGE H.W.",REPUBLICAN,190412,52.07,365674
1121,1988,MONTANA,MT,"DUKAKIS, MICHAEL",DEMOCRAT,168936,46.2,365674
1122,1988,MONTANA,MT,"PAUL, RONALD """"RON""""",LIBERTARIAN,5047,1.38,365674
1123,1988,MONTANA,MT,"FULANI, LENORA",OTHER,1279,0.35,365674
1124,1988,NEBRASKA,NE,"BUSH, GEORGE H.W.",REPUBLICAN,397956,60.16,661465
1125,1988,NEBRASKA,NE,"DUKAKIS, MICHAEL",DEMOCRAT,259235,39.19,661465
1126,1988,NEBRASKA,NE,"PAUL, RONALD """"RON""""",LIBERTARIAN,2534,0.38,661465
1127,1988,NEBRASKA,NE,"FULANI, LENORA",OTHER,1740,0.26,661465
1128,1988,NEVADA,NV,"BUSH, GEORGE H.W.",REPUBLICAN,206040,60.05,343133
1129,1988,NEVADA,NV,"DUKAKIS, MICHAEL",DEMOCRAT,132738,38.68,343133
1130,1988,NEVADA,NV,"PAUL, RONALD """"RON""""",LIBERTARIAN,3520,1.03,343133
1131,1988,NEVADA,NV,"FULANI, LENORA",OTHER,835,0.24,343133
1132,1988,NEW HAMPSHIRE,NH,"BUSH, GEORGE H.W.",REPUBLICAN,281537,62.49,450525
1133,1988,NEW HAMPSHIRE,NH,"DUKAKIS, MICHAEL",DEMOCRAT,163696,36.33,450525
1134,1988,NEW HAMPSHIRE,NH,"PAUL, RONALD """"RON""""",LIBERTARIAN,4502,1.0,450525
1135,1988,NEW HAMPSHIRE,NH,"FULANI, LENORA",OTHER,790,0.18,450525
1136,1988,NEW JERSEY,NJ,"BUSH, GEORGE H.W.",REPUBLICAN,1743192,56.24,3099553
1137,1988,NEW JERSEY,NJ,"DUKAKIS, MICHAEL",DEMOCRAT,1320352,42.6,3099553
1138,1988,NEW JERSEY,NJ,"HERBERG G., LEWIN",OTHER,9953,0.32,3099553
1139,1988,NEW JERSEY,NJ,"PAUL, RONALD """"RON""""",LIBERTARIAN,8421,0.27,3099553
1140,1988,NEW JERSEY,NJ,"FULANI, LENORA",OTHER,5139,0.17,3099553
1141,1988,NEW JERSEY,NJ,"MCCARTHY, EUGENE """"GENE""""",OTHER,3454,0.11,3099553
1142,1988,NEW JERSEY,NJ,"KENOYER, WILLA",OTHER,2587,0.08,3099553
1143,1988,NEW JERSEY,NJ,"DUKE, DAVID",OTHER,2446,0.08,3099553
1144,1988,NEW JERSEY,NJ,"WARREN, JAMES """"MAC""""",OTHER,2298,0.07,3099553
1145,1988,NEW JERSEY,NJ,"HOLMES, LARRY",OTHER,1020,0.03,3099553
1146,1988,NEW JERSEY,NJ,"WINN, EDWARD",OTHER,691,0.02,3099553
1147,1988,NEW MEXICO,NM,"BUSH, GEORGE H.W.",REPUBLICAN,270341,51.85,521387
1148,1988,NEW MEXICO,NM,"DUKAKIS, MICHAEL",DEMOCRAT,244497,46.89,521387
1149,1988,NEW MEXICO,NM,"PAUL, RONALD """"RON""""",LIBERTARIAN,3368,0.65,521387
1150,1988,NEW MEXICO,NM,"FULANI, LENORA",OTHER,2237,0.43,521387
1151,1988,NEW MEXICO,NM,"WARREN, JAMES """"MAC""""",OTHER,344,0.07,521387
1152,1988,NEW MEXICO,NM,"HOLMES, LARRY",OTHER,258,0.05,521387
1153,1988,NEW MEXICO,NM,"DODGE, EARL",OTHER,249,0.05,521387
1154,1988,NEW YORK,NY,"DUKAKIS, MICHAEL",DEMOCRAT,3255487,50.19,6485683
1155,1988,NEW YORK,NY,"BUSH, GEORGE H.W.",REPUBLICAN,2838414,43.76,6485683
1156,1988,NEW YORK,NY,"BUSH, GEORGE H.W.",OTHER,243457,3.75,6485683
1157,1988,NEW YORK,NY,"DUKAKIS, MICHAEL",OTHER,92395,1.42,6485683
1158,1988,NEW YORK,NY,"MARRA, WILLIAM A.",OTHER,20497,0.32,6485683
1159,1988,NEW YORK,NY,"FULANI, LENORA",OTHER,15845,0.24,6485683
1160,1988,NEW YORK,NY,"PAUL, RONALD """"RON""""",LIBERTARIAN,12109,0.19,6485683
1161,1988,NEW YORK,NY,"HOLMES, LARRY",OTHER,4179,0.06,6485683
1162,1988,NEW YORK,NY,"WARREN, JAMES """"MAC""""",OTHER,3287,0.05,6485683
1164,1988,NORTH CAROLINA,NC,"BUSH, GEORGE H.W.",REPUBLICAN,1237258,57.97,2134370
1165,1988,NORTH CAROLINA,NC,"DUKAKIS, MICHAEL",DEMOCRAT,890167,41.71,2134370
1166,1988,NORTH CAROLINA,NC,"FULANI, LENORA",OTHER,5682,0.27,2134370
1167,1988,NORTH DAKOTA,ND,"BUSH, GEORGE H.W.",REPUBLICAN,166559,56.03,297261
1168,1988,NORTH DAKOTA,ND,"DUKAKIS, MICHAEL",DEMOCRAT,127739,42.97,297261
1169,1988,NORTH DAKOTA,ND,"PAUL, RONALD """"RON""""",LIBERTARIAN,1315,0.44,297261
1170,1988,NORTH DAKOTA,ND,"LAROUCHE, LYNDON, JR.",OTHER,905,0.3,297261
1171,1988,NORTH DAKOTA,ND,"FULANI, LENORA",OTHER,396,0.13,297261
1172,1988,NORTH DAKOTA,ND,"WARREN, JAMES """"MAC""""",OTHER,347,0.12,297261
1173,1988,OHIO,OH,"BUSH, GEORGE H.W.",REPUBLICAN,2416549,55.0,4393585
1174,1988,OHIO,OH,"DUKAKIS, MICHAEL",DEMOCRAT,1939629,44.15,4393585
1175,1988,OHIO,OH,"FULANI, LENORA",OTHER,12017,0.27,4393585
1176,1988,OHIO,OH,"PAUL, RONALD """"RON""""",LIBERTARIAN,11926,0.27,4393585
1178,1988,OHIO,OH,"WINN, EDWARD",OTHER,5401,0.12,4393585
1179,1988,OKLAHOMA,OK,"BUSH, GEORGE H.W.",REPUBLICAN,678367,57.93,1171036
1180,1988,OKLAHOMA,OK,"DUKAKIS, MICHAEL",DEMOCRAT,483423,41.28,1171036
1181,1988,OKLAHOMA,OK,"PAUL, RONALD """"RON""""",LIBERTARIAN,6261,0.53,1171036
1182,1988,OKLAHOMA,OK,"FULANI, LENORA",OTHER,2985,0.25,1171036
1183,1988,OREGON,OR,"DUKAKIS, MICHAEL",DEMOCRAT,616206,51.28,1201694
1184,1988,OREGON,OR,"BUSH, GEORGE H.W.",REPUBLICAN,560126,46.61,1201694
1185,1988,OREGON,OR,"PAUL, RONALD """"RON""""",LIBERTARIAN,14811,1.23,1201694
1186,1988,OREGON,OR,"FULANI, LENORA",OTHER,6487,0.54,1201694
1188,1988,PENNSYLVANIA,PA,"BUSH, GEORGE H.W.",REPUBLICAN,2300087,50.7,4536251
1189,1988,PENNSYLVANIA,PA,"DUKAKIS, MICHAEL",DEMOCRAT,2194944,48.39,4536251
1190,1988,PENNSYLVANIA,PA,"MCCARTHY, EUGENE """"GENE""""",OTHER,19158,0.42,4536251
1191,1988,PENNSYLVANIA,PA,"PAUL, RONALD """"RON""""",LIBERTARIAN,12051,0.27,4536251
1192,1988,PENNSYLVANIA,PA,"FULANI, LENORA",OTHER,4379,0.1,4536251
1193,1988,PENNSYLVANIA,PA,"DUKE, DAVID",OTHER,3444,0.08,4536251
1194,1988,PENNSYLVANIA,PA,"WINN, EDWARD",OTHER,2188,0.05,4536251
1195,1988,RHODE ISLAND,RI,"DUKAKIS, MICHAEL",DEMOCRAT,225123,55.64,404622
1196,1988,RHODE ISLAND,RI,"BUSH, GEORGE H.W.",REPUBLICAN,177761,43.93,404622
1197,1988,RHODE ISLAND,RI,"PAUL, RONALD """"RON""""",LIBERTARIAN,825,0.2,404622
1198,1988,RHODE ISLAND,RI,"FULANI, LENORA",OTHER,280,0.07,404622
1199,1988,RHODE ISLAND,RI,"HERBERG G., LEWIN",OTHER,195,0.05,404622
1200,1988,RHODE ISLAND,RI,"DUKE, DAVID",OTHER,159,0.04,404622
1201,1988,RHODE ISLAND,RI,"WARREN, JAMES """"MAC""""",OTHER,130,0.03,404622
1202,1988,RHODE ISLAND,RI,"KENOYER, WILLA",OTHER,96,0.02,404622
1203,1988,SOUTH CAROLINA,SC,"BUSH, GEORGE H.W.",REPUBLICAN,606443,61.5,986009
1204,1988,SOUTH CAROLINA,SC,"DUKAKIS, MICHAEL",DEMOCRAT,370554,37.58,986009
1205,1988,SOUTH CAROLINA,SC,"PAUL, RONALD """"RON""""",LIBERTARIAN,4935,0.5,986009
1206,1988,SOUTH CAROLINA,SC,"FULANI, LENORA",OTHER,4077,0.41,986009
1207,1988,SOUTH DAKOTA,SD,"BUSH, GEORGE H.W.",REPUBLICAN,165415,52.85,312991
1208,1988,SOUTH DAKOTA,SD,"DUKAKIS, MICHAEL",DEMOCRAT,145560,46.51,312991
1210,1988,TENNESSEE,TN,"BUSH, GEORGE H.W.",REPUBLICAN,947233,57.89,1636250
1211,1988,TENNESSEE,TN,"DUKAKIS, MICHAEL",DEMOCRAT,679794,41.55,1636250
1213,1988,TEXAS,TX,"BUSH, GEORGE H.W.",REPUBLICAN,3036829,55.95,5427410
1214,1988,TEXAS,TX,"DUKAKIS, MICHAEL",DEMOCRAT,2352748,43.35,5427410
1215,1988,TEXAS,TX,"PAUL, RONALD """"RON""""",LIBERTARIAN,30355,0.56,5427410
1216,1988,TEXAS,TX,"FULANI, LENORA",OTHER,7208,0.13,5427410
1217,1988,UTAH,UT,"BUSH, GEORGE H.W.",REPUBLICAN,428442,66.22,647008
1218,1988,UTAH,UT,"DUKAKIS, MICHAEL",DEMOCRAT,207343,32.05,647008
1219,1988,UTAH,UT,"PAUL, RONALD """"RON""""",LIBERTARIAN,7473,1.16,647008
1220,1988,UTAH,UT,"DENNIS, DELMAR",OTHER,2158,0.33,647008
1221,1988,UTAH,UT,"FULANI, LENORA",OTHER,455,0.07,647008
1222,1988,UTAH,UT,"LAROUCHE, LYNDON, JR.",OTHER,427,0.07,647008
1223,1988,UTAH,UT,"YOUNGKEIT, LOUIE G.",OTHER,372,0.06,647008
1224,1988,UTAH,UT,"WARREN, JAMES """"MAC""""",OTHER,209,0.03,647008
1225,1988,UTAH,UT,"KENOYER, WILLA",OTHER,129,0.02,647008
1226,1988,VERMONT,VT,"BUSH, GEORGE H.W.",REPUBLICAN,124331,51.1,243328
1227,1988,VERMONT,VT,"DUKAKIS, MICHAEL",DEMOCRAT,115775,47.58,243328
1228,1988,VERMONT,VT,SCATTERING,OTHER,1134,0.47,243328
1229,1988,VERMONT,VT,"PAUL, RONALD """"RON""""",LIBERTARIAN,1000,0.41,243328
1230,1988,VERMONT,VT,"LAROUCHE, LYNDON, JR.",OTHER,275,0.11,243328
1231,1988,VERMONT,VT,"FULANI, LENORA",OTHER,205,0.08,243328
1232,1988,VERMONT,VT,"DUKE, DAVID",OTHER,189,0.08,243328
1233,1988,VERMONT,VT,"HERBERG G., LEWIN",OTHER,164,0.07,243328
1234,1988,VERMONT,VT,"KENOYER, WILLA",OTHER,142,0.06,243328
1235,1988,VERMONT,VT,"WARREN, JAMES """"MAC""""",OTHER,113,0.05,243328
1236,1988,VIRGINIA,VA,"BUSH, GEORGE H.W.",REPUBLICAN,1309162,59.74,2191609
1237,1988,VIRGINIA,VA,"DUKAKIS, MICHAEL",DEMOCRAT,859799,39.23,2191609
1238,1988,VIRGINIA,VA,"FULANI, LENORA",OTHER,14312,0.65,2191609
1239,1988,VIRGINIA,VA,"PAUL, RONALD """"RON""""",LIBERTARIAN,8336,0.38,2191609
1240,1988,WASHINGTON,WA,"DUKAKIS, MICHAEL",DEMOCRAT,933516,50.05,1865253
1241,1988,WASHINGTON,WA,"BUSH, GEORGE H.W.",REPUBLICAN,903835,48.46,1865253
1242,1988,WASHINGTON,WA,"PAUL, RONALD """"RON""""",LIBERTARIAN,17240,0.92,1865253
1243,1988,WASHINGTON,WA,"LAROUCHE, LYNDON, JR.",OTHER,4412,0.24,1865253
1244,1988,WASHINGTON,WA,"FULANI, LENORA",OTHER,3520,0.19,1865253
1245,1988,WASHINGTON,WA,"HOLMES, LARRY",OTHER,1440,0.08,1865253
1246,1988,WASHINGTON,WA,"WARREN, JAMES """"MAC""""",OTHER,1290,0.07,1865253
1247,1988,WEST VIRGINIA,WV,"DUKAKIS, MICHAEL",DEMOCRAT,341016,52.2,653311
1248,1988,WEST VIRGINIA,WV,"BUSH, GEORGE H.W.",REPUBLICAN,310065,47.46,653311
1249,1988,WEST VIRGINIA,WV,"FULANI, LENORA",OTHER,2230,0.34,653311
1250,1988,WISCONSIN,WI,"DUKAKIS, MICHAEL",DEMOCRAT,1126794,51.41,2191608
1251,1988,WISCONSIN,WI,"BUSH, GEORGE H.W.",REPUBLICAN,1047499,47.8,2191608
1253,1988,WISCONSIN,WI,SCATTERING,OTHER,2273,0.1,2191608
1254,1988,WYOMING,WY,"BUSH, GEORGE H.W.",REPUBLICAN,106867,60.53,176551
1255,1988,WYOMING,WY,"DUKAKIS, MICHAEL",DEMOCRAT,67113,38.01,176551
1256,1988,WYOMING,WY,"PAUL, RONALD """"RON""""",LIBERTARIAN,2026,1.15,176551
1257,1988,WYOMING,WY,"FULANI, LENORA",OTHER,545,0.31,176551
1258,1992,ALABAMA,AL,"BUSH, GEORGE H.W.",REPUBLICAN,804283,47.65,1688060
1259,1992,ALABAMA,AL,"CLINTON, BILL",DEMOCRAT,690080,40.88,1688060
1260,1992,ALABAMA,AL,"PEROT, ROSS",OTHER,183109,10.85,1688060
1261,1992,ALABAMA,AL,"MARROU, ANDRE",LIBERTARIAN,5737,0.34,1688060
1262,1992,ALABAMA,AL,OTHER,OTHER,4128,0.24,1688060
1263,1992,ALASKA,AK,"BUSH, GEORGE H.W.",REPUBLICAN,102000,39.46,258506
1264,1992,ALASKA,AK,"CLINTON, BILL",DEMOCRAT,78294,30.29,258506
1265,1992,ALASKA,AK,"PEROT, ROSS",OTHER,73481,28.43,258506
1266,1992,ALASKA,AK,"GRITZ, JAMES """"BO""""",OTHER,1379,0.53,258506
1267,1992,ALASKA,AK,"MARROU, ANDRE",LIBERTARIAN,1378,0.53,258506
1268,1992,ALASKA,AK,"LAROUCHE, LYNDON, JR.",OTHER,469,0.18,258506
1269,1992,ALASKA,AK,"HAGELIN, JOHN",OTHER,433,0.17,258506
1270,1992,ALASKA,AK,"PHILLIPS, HOWARD",OTHER,377,0.15,258506
1271,1992,ALASKA,AK,"FULANI, LENORA",OTHER,330,0.13,258506
